game_id,player_id,player_club_id,player_name
2222957,57987,339,"Yevgen Cheberyachko"
2222957,58008,2227,"Maksym Feshchuk"
2222957,58949,339,"Yevgen Konoplyanka"
2222957,59076,339,"Sergiy Kravchenko"
2222957,59893,2227,"Oleksandr Romanchuk"
2222957,70767,339,"Roman Zozulya"
2222957,92046,2227,"Sergiy Pogorilyi"
2222957,9369,2227,"Dele Adeleye"
2222957,9796,339,"Oleksandr Aliyev"
2222959,14942,660,"Darijo Srna"
2222959,23379,9007,"Volodymyr Polyovyi"
2222959,24633,660,Eduardo
2222959,25820,660,"Vyacheslav Shevchuk"
2222959,26267,660,Fernandinho
2222959,28964,9007,"Saulius Mikoliunas"
2222959,39996,660,"Andriy Pyatov"
2222959,42622,9007,Leandro
2222959,42641,9007,"Andriy Khomyn"
2222959,43309,9007,"Volodymyr Gomenyuk"
2222959,43934,9007,"Ionut Mazilu"
2222959,44357,660,"Oleksandr Kucher"
2222959,45341,9007,"George Florescu"
2222959,45587,9007,"Rafael Santos"
2222959,49024,9007,"Sergiy Symonenko"
2222959,52937,660,Ilsinho
2222959,55735,660,"Henrikh Mkhitaryan"
2222959,58970,9007,"Yevgen Shakhov"
2222959,59024,9007,"Yevgen Borovyk"
2222959,59411,660,"Marko Devic"
2222959,59908,660,"Yevgen Seleznyov"
2222959,59913,9007,"Artem Stargorodskyi"
2222959,66515,660,"Alex Teixeira"
2222959,75615,660,"Douglas Costa"
2222959,85563,9007,"Dominic Adiyiah"
2222959,89222,660,"Yaroslav Rakitskyi"
2222959,9688,660,"Tomas HÃ¼bschman"
2222959,9798,9007,"Maksim Shatskikh"
2222964,120144,2740,"Yevgen Budnik"
2222964,15593,3592,"Sergey Samodin"
2222964,15596,3592,"Bogdan Shershun"
2222964,24004,2740,"Sergiy Dolganskyi"
2222964,25758,3592,"Jaba Kankava"
2222964,25845,3592,"Oleksiy Antonov"
2222964,28179,3592,"Mladen Bartulovic"
2222964,34641,3592,"Darijan Matic"
2222964,35607,2740,"Armend Dallku"
2222964,35633,3592,"Jiri Jeslinek"
2222964,36149,2740,"Jovan Markoski"
2222964,43404,2740,"Oleksiy Chychykov"
2222964,55975,3592,"Ucha Lobzhanidze"
2222964,57900,3592,"Vyacheslav Serdyuk"
2222964,58392,3592,"Vitaliy Fedoriv"
2222964,58418,2740,"Vadym Milko"
2222964,58427,3592,"Kyrylo Petrov"
2222964,58930,2740,"Volodymyr Chesnakov"
2222964,58958,2740,"Oleksandr Matveyev"
2222964,58961,3592,"Pavlo Pashayev"
2222964,59129,2740,"Vadym Sapay"
2222964,59150,2740,"Ahmed Januzi"
2222964,61462,3592,"Rinar Valeev"
2222964,68915,2740,"Oleg Krasnopyorov"
2222964,86502,2740,"Ivan Kryvosheenko"
2222964,89427,2740,"Yevgen Pichkur"
2222964,91540,3592,"Artem Shtanko"
2222964,97567,2740,"Roman Bezus"
2224729,104918,173,"Christian SÃ¶rensen"
2224729,15209,173,"Andreas Johansson"
2224729,15961,173,"RÃºrik GÃ­slason"
2224729,1725,173,"Jesper Christiansen"
2224729,18006,206,"Michael Krohn-Dehli"
2224729,194129,206,"Oke Akpoveta"
2224729,20838,173,"Hans Henrik Andreasen"
2224729,20857,173,"Anders MÃ¶ller Christensen"
2224729,22519,206,"Mikkel Thygesen"
2224729,24113,173,"Espen Ruud"
2224729,2703,173,"Morten Skoubo"
2224729,39467,206,"Clarence Goodson"
2224729,41328,173,"Tore Reginiussen"
2224729,43075,206,"Michael TÃ¶rnes"
2224729,43077,206,"Mike Jensen"
2224729,44717,206,"Nicolaj Agger"
2224729,48764,206,"Anders Randrup"
2224729,68980,206,"Daniel Stenderup"
2224729,69643,206,"Daniel Norouzi"
2224729,69646,206,"Jens Stryger Larsen"
2224729,70544,173,"Jacob Schoop"
2224729,78818,206,"Dario Dumic"
2224729,87162,206,"Simon Makienok"
2224729,89082,206,"Franck Semou"
2224729,89200,173,"Rasmus Falk"
2224729,91851,173,"Bashkim Kadrii"
2224729,99100,173,"Daniel HÃ¸egh"
2224729,99106,173,"Emil Larsen"
2224730,108315,1177,"Simon Jakobsen"
2224730,132401,3426,"Mikkel Agger"
2224730,144904,3426,"Jonas Knudsen"
2224730,14962,1177,"Jesper Bech"
2224730,15128,1177,"Kasper Risgaard"
2224730,164693,3426,"Jakob Ankersen"
2224730,187957,1177,"Daniel Pedersen"
2224730,20843,1177,"Frank Hansen"
2224730,20855,3426,"Jerry Lucena"
2224730,22484,1177,"Lasse Heinze"
2224730,22495,1177,"Jesper Mikkelsen"
2224730,23205,3426,"Steffen Ernemann"
2224730,23463,1177,"Christian Holst"
2224730,37227,1177,"Dennis Flinta"
2224730,37635,3426,"Jesper Lange"
2224730,41843,3426,"Mikkel Vendelbo"
2224730,44471,3426,"SÃ¶ren Rieks"
2224730,46004,1177,"ThorbjÃ¶rn Holst Rasmussen"
2224730,48015,3426,"Lukas Hradecky"
2224730,48897,1177,"Ade Runsewe"
2224730,52117,1177,"Marvin PouriÃ©"
2224730,56986,3426,"Davidson Eden"
2224730,62445,3426,"Sebastian Andersen"
2224730,78953,1177,"Martin Svensson"
2224730,89197,1177,"Nicolaj Ritter"
2224730,91469,3426,"Kian Hansen"
2224730,95732,3426,"Martin Braithwaite"
2224733,100399,190,"Nicolai JÃ¶rgensen"
2224733,102043,865,Sly
2224733,102045,865,"Izunna Uzochukwu"
2224733,103558,190,Mos
2224733,124983,190,"Bryan Oviedo"
2224733,140446,865,"Rilwan Hassan"
2224733,1423,190,"Lars Jacobsen"
2224733,148369,865,"Mads Pedersen"
2224733,14963,190,"Martin Bergvold"
2224733,15765,865,"Tim Janssen"
2224733,16675,190,"CÃ©sar Santin"
2224733,18097,865,"Benjamin Kibebe"
2224733,20313,865,"Jesper Juelsgaard"
2224733,203412,190,"Andreas Cornelius"
2224733,21338,190,"SÃ¶lvi Ottesen"
2224733,22499,865,"Kristian Bach Bak"
2224733,22995,865,"Danny Olsen"
2224733,23492,190,"Thomas Kristensen"
2224733,23592,190,"Martin Vingaard"
2224733,24404,190,"Johan Sellberg-Wiland"
2224733,38163,190,"Christian BolaÃ±os"
2224733,46478,190,"Ragnar Sigurdsson"
2224733,48805,865,"Mads Albaek"
2224733,48864,865,"Jesper Lauridsen"
2224733,48870,865,"Jonas LÃ¶ssl"
2224733,48907,865,"Erik Sviatchenko"
2224733,68275,190,Claudemir
2224733,68826,865,"Jude Nworuh"
3434809,214243,21637,"Dmitriy Efremov"
2224731,103434,2414,"Troels KlÃ¶ve"
2224731,107775,2414,"Frederik RÃ¶nnow"
2224731,109012,2778,"Ivan Runje"
2224731,129085,2778,"Jores Okore"
2224731,153538,2414,"AndrÃ© Bjerregaard"
2224731,1606,2414,"Morten Rasmussen"
2224731,186064,2778,"Lasse Petry"
2224731,20854,2414,"Lasse Kryger"
2224731,22513,2778,"Nicolai Stokholm"
2224731,22827,2414,"Thomas Kortegaard"
2224731,22860,2778,"Jesper Hansen"
2224731,22881,2414,"Steffen Kielstrup"
2224731,22896,2778,"Kasper Lorentzen"
2224731,23005,2414,"Nabil Aslam"
2224731,23410,2778,"SÃ¶ren Christensen"
2224731,23538,2778,"Morten Nordstrand"
2224731,34357,2778,"Rawez Lawan"
2224731,35959,2778,"Henrik Kildentoft"
2224731,42366,2414,"Mads Agesen"
2224731,42383,2414,"Jeppe Mehl"
2224731,43010,2414,"Martin Spelmann"
2224731,44567,2778,"Tobias Mikkelsen"
2224731,44825,2778,"Andreas Laudrup"
2224731,49143,2414,"Ken Fagerberg"
2224731,50580,2414,"Janus Drachmann"
2224731,63459,2414,"Alexander Juel Andersen"
2224731,66638,2778,"Mario Ticinovic"
2224731,76274,2778,"Christian Gytkjaer"
2231984,74602,84,"JÃ³zsef Varga"
2231986,129787,6028,"Barak Badash"
2231990,90024,699,"Alfred Finnbogason"
2231993,26934,697,"David Bicik"
2231995,114728,10719,"Mamuka Kobakhidze"
2231995,179624,10719,"Abayomi Seun"
2231996,72836,2481,"JoÃ£o Pereira"
2240716,143556,669,"Nikola Aksentijevic"
2240716,29237,669,"Stefan Babovic"
2240716,95314,669,"Nemanja Tomic"
2244350,29456,409,"Rasmus Lindgren"
2244350,38004,853,"AurÃ©lien Joachim"
2231987,102284,713,"Marko Simic"
2231992,62054,687,"Vegard Forren"
2231994,13972,419,Tonel
2231994,40633,419,"Milan Badelj"
2231994,46083,419,"Domagoj Vida"
2231994,51471,419,"Mateo Kovacic"
